# Constructed from biom file
#OTU ID	515rcbc32	515rcbc25	515rcbc16	515rcbc34	515rcbc29	515rcbc11	515rcbc31	515rcbc33	515rcbc10	515rcbc9	515rcbc8	515rcbc12	515rcbc27	515rcbc19	515rcbc30	515rcbc23	515rcbc22	515rcbc28	515rcbc37	515rcbc17	515rcbc14	515rcbc35	515rcbc18	515rcbc13	515rcbc36	515rcbc15	515rcbc24	515rcbc21	515rcbc26	515rcbc20
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;D_3__uncultured bacterium	0.00166666666667	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.00333333333333	0.0	0.00166666666667	0.00166666666667	0.00166666666667	0.00166666666667	0.00166666666667	0.00166666666667	0.00166666666667	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.0	0.005	0.00333333333333
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;Ambiguous_taxa	0.0533333333333	0.0316666666667	0.0466666666667	0.02	0.035	0.0383333333333	0.0366666666667	0.0283333333333	0.055	0.0383333333333	0.03	0.0483333333333	0.0366666666667	0.0416666666667	0.0266666666667	0.0383333333333	0.0366666666667	0.0333333333333	0.0316666666667	0.0266666666667	0.0216666666667	0.0316666666667	0.0433333333333	0.0266666666667	0.015	0.03	0.0366666666667	0.04	0.0333333333333	0.0383333333333
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unknown Order	0.005	0.0166666666667	0.00333333333333	0.00166666666667	0.005	0.0	0.0	0.0	0.00166666666667	0.0	0.00333333333333	0.00166666666667	0.00166666666667	0.00333333333333	0.00333333333333	0.01	0.00166666666667	0.00333333333333	0.00333333333333	0.0	0.0	0.0	0.0	0.00166666666667	0.00333333333333	0.0	0.00166666666667	0.0	0.00166666666667	0.00333333333333
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__metagenome	0.0	0.00333333333333	0.00166666666667	0.0	0.005	0.005	0.0183333333333	0.00666666666667	0.00166666666667	0.00333333333333	0.00333333333333	0.005	0.01	0.00666666666667	0.00333333333333	0.00833333333333	0.00333333333333	0.00166666666667	0.00833333333333	0.0133333333333	0.00333333333333	0.00166666666667	0.005	0.00666666666667	0.0	0.00833333333333	0.015	0.00666666666667	0.00833333333333	0.00333333333333
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured Acidobacteria bacterium	0.0116666666667	0.00666666666667	0.005	0.00666666666667	0.0116666666667	0.015	0.0116666666667	0.00666666666667	0.0166666666667	0.0116666666667	0.0133333333333	0.0183333333333	0.0233333333333	0.01	0.0166666666667	0.0116666666667	0.00833333333333	0.00833333333333	0.015	0.025	0.00833333333333	0.0133333333333	0.0216666666667	0.00833333333333	0.00833333333333	0.0116666666667	0.00833333333333	0.005	0.0183333333333	0.0133333333333
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured Acidobacteriales bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured Thermoanaerobaculum sp.	0.005	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.00333333333333	0.0	0.00166666666667	0.0	0.0	0.00166666666667	0.0	0.00333333333333	0.00166666666667	0.0	0.00166666666667	0.00166666666667	0.00166666666667	0.0	0.00166666666667	0.0	0.00333333333333	0.0	0.0	0.00166666666667	0.0	0.0	0.00166666666667
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured bacterium	0.0433333333333	0.0116666666667	0.0233333333333	0.05	0.0466666666667	0.045	0.06	0.0333333333333	0.0466666666667	0.0333333333333	0.0233333333333	0.04	0.0416666666667	0.0316666666667	0.0483333333333	0.0483333333333	0.0366666666667	0.0616666666667	0.0333333333333	0.0466666666667	0.0433333333333	0.0533333333333	0.0583333333333	0.0516666666667	0.00833333333333	0.0466666666667	0.0733333333333	0.03	0.06	0.0466666666667
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured proteobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__unidentified	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 9;D_3__uncultured Acidobacteria bacterium	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.00166666666667
D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales	0.00333333333333	0.0	0.0	0.00166666666667	0.00333333333333	0.00166666666667	0.0	0.0	0.00166666666667	0.00833333333333	0.005	0.00166666666667	0.00666666666667	0.005	0.00166666666667	0.00333333333333	0.00166666666667	0.0	0.0	0.0	0.00166666666667	0.00333333333333	0.0	0.005	0.00166666666667	0.00166666666667	0.00333333333333	0.00333333333333	0.00333333333333	0.0133333333333
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales	0.0	0.0	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.00333333333333	0.00166666666667	0.0	0.00666666666667	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.01	0.005	0.00166666666667	0.00166666666667	0.00166666666667	0.0	0.00333333333333	0.00666666666667	0.00333333333333
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256	0.005	0.00666666666667	0.00666666666667	0.00833333333333	0.0133333333333	0.00666666666667	0.005	0.0116666666667	0.0133333333333	0.00333333333333	0.005	0.00333333333333	0.00166666666667	0.00333333333333	0.00166666666667	0.00333333333333	0.00333333333333	0.00333333333333	0.0133333333333	0.01	0.00333333333333	0.00166666666667	0.00666666666667	0.005	0.00333333333333	0.00333333333333	0.00666666666667	0.00333333333333	0.00333333333333	0.00833333333333
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales	0.0	0.00333333333333	0.01	0.0116666666667	0.0133333333333	0.0	0.005	0.01	0.0183333333333	0.00833333333333	0.00166666666667	0.0116666666667	0.0216666666667	0.00666666666667	0.00833333333333	0.0166666666667	0.00666666666667	0.00666666666667	0.00333333333333	0.015	0.0116666666667	0.005	0.0266666666667	0.0133333333333	0.0	0.025	0.0183333333333	0.0133333333333	0.00666666666667	0.0116666666667
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured	0.0	0.00166666666667	0.0	0.0	0.00333333333333	0.0	0.0	0.0	0.00166666666667	0.00166666666667	0.0	0.0	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.00166666666667	0.0	0.00166666666667	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.00333333333333	0.00166666666667	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Catenulisporales	0.0	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales	0.005	0.0	0.00333333333333	0.00166666666667	0.005	0.01	0.005	0.00333333333333	0.00166666666667	0.00333333333333	0.00166666666667	0.00166666666667	0.00333333333333	0.00666666666667	0.00333333333333	0.005	0.00833333333333	0.00333333333333	0.00333333333333	0.005	0.01	0.00166666666667	0.00166666666667	0.005	0.005	0.00666666666667	0.00666666666667	0.0	0.0	0.00333333333333
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales	0.005	0.0183333333333	0.015	0.00166666666667	0.005	0.00166666666667	0.00333333333333	0.0116666666667	0.00333333333333	0.00333333333333	0.02	0.00166666666667	0.00333333333333	0.00333333333333	0.00666666666667	0.005	0.0	0.00166666666667	0.005	0.00666666666667	0.00166666666667	0.00333333333333	0.00166666666667	0.00333333333333	0.00166666666667	0.005	0.005	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Glycomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Kineosporiales	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.00333333333333	0.00333333333333	0.0	0.0	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales	0.00166666666667	0.00333333333333	0.01	0.00833333333333	0.0283333333333	0.00666666666667	0.0133333333333	0.00166666666667	0.005	0.005	0.00666666666667	0.00666666666667	0.0133333333333	0.00833333333333	0.0116666666667	0.01	0.0116666666667	0.005	0.0166666666667	0.0166666666667	0.005	0.005	0.015	0.0116666666667	0.00333333333333	0.01	0.0133333333333	0.005	0.00166666666667	0.02
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales	0.0	0.0216666666667	0.00333333333333	0.00166666666667	0.005	0.00833333333333	0.005	0.00166666666667	0.00333333333333	0.00833333333333	0.00833333333333	0.00333333333333	0.00166666666667	0.00333333333333	0.00166666666667	0.00166666666667	0.00666666666667	0.00166666666667	0.00666666666667	0.00166666666667	0.00666666666667	0.00333333333333	0.00666666666667	0.00666666666667	0.0216666666667	0.0116666666667	0.00666666666667	0.00333333333333	0.00666666666667	0.00666666666667
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__PeM15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales	0.0	0.005	0.005	0.00166666666667	0.0183333333333	0.01	0.00333333333333	0.0116666666667	0.005	0.00666666666667	0.01	0.01	0.00833333333333	0.0116666666667	0.00666666666667	0.0216666666667	0.005	0.00166666666667	0.01	0.01	0.01	0.00333333333333	0.0116666666667	0.00333333333333	0.00666666666667	0.0116666666667	0.00833333333333	0.005	0.00166666666667	0.00666666666667
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Pseudonocardiales	0.0	0.0	0.005	0.00333333333333	0.005	0.00333333333333	0.0	0.00166666666667	0.0	0.00166666666667	0.00166666666667	0.00166666666667	0.00333333333333	0.0	0.0	0.00333333333333	0.00166666666667	0.005	0.00666666666667	0.005	0.005	0.005	0.00166666666667	0.00333333333333	0.0116666666667	0.00666666666667	0.00333333333333	0.00333333333333	0.0	0.00333333333333
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales	0.00333333333333	0.00333333333333	0.005	0.005	0.005	0.00166666666667	0.00333333333333	0.0	0.00333333333333	0.005	0.00333333333333	0.00333333333333	0.00333333333333	0.005	0.00166666666667	0.00166666666667	0.00833333333333	0.00166666666667	0.00166666666667	0.00333333333333	0.00166666666667	0.00166666666667	0.00166666666667	0.00166666666667	0.0	0.00666666666667	0.00833333333333	0.0	0.00333333333333	0.00333333333333
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptosporangiales	0.00166666666667	0.0	0.00333333333333	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.00166666666667	0.111666666667	0.0	0.0	0.00166666666667	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108;Ambiguous_taxa	0.00166666666667	0.0	0.0	0.005	0.0	0.0	0.00333333333333	0.0	0.00333333333333	0.00166666666667	0.0	0.00166666666667	0.00333333333333	0.00166666666667	0.00333333333333	0.00333333333333	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.00166666666667	0.00166666666667	0.0	0.005	0.00166666666667	0.00166666666667	0.00166666666667	0.00666666666667
D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108;D_3__metagenome	0.0	0.0	0.0	0.015	0.015	0.00166666666667	0.00166666666667	0.01	0.00666666666667	0.0133333333333	0.00166666666667	0.0	0.00833333333333	0.00333333333333	0.00833333333333	0.00333333333333	0.005	0.00666666666667	0.00166666666667	0.0316666666667	0.00833333333333	0.00166666666667	0.0116666666667	0.005	0.0	0.0183333333333	0.00333333333333	0.00666666666667	0.0166666666667	0.00833333333333
D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108;D_3__uncultured bacterium	0.0	0.00166666666667	0.0	0.00833333333333	0.00333333333333	0.0	0.0	0.005	0.0	0.00166666666667	0.0	0.0	0.00166666666667	0.0	0.00166666666667	0.00166666666667	0.0	0.00666666666667	0.0	0.00166666666667	0.00166666666667	0.00166666666667	0.0	0.005	0.0	0.005	0.00333333333333	0.00166666666667	0.0	0.0
